currency,user_id,id,amount_native,amount_usd,requested_at,finished_at
PEPE,43271726,101999,17.44694561,1843.747619,2020-02-08 12:05:45,2020-02-09 02:01:09
USDC,44026884,101997,18.48751396,1251.638498,2020-02-08 12:00:40,2020-02-09 02:00:50
AVAX,47626266,101988,17.44661012,536.012248,2020-02-08 10:05:41,2020-02-09 01:00:20
PEPE,43070618,101986,17.45331015,26552.00447,2020-02-08 09:52:50,2020-02-09 02:01:09
USDC,43070618,101985,28.76834271,8319.867938,2020-02-08 09:52:22,2020-02-09 02:00:50
USDC,45751614,101983,17.45543094,542.0653933,2020-02-08 09:42:02,2020-02-09 02:00:50
PEPE,45751614,101982,17.44667529,794.3360779,2020-02-08 09:41:55,2020-02-09 02:01:09
UNI,47112819,101978,17.77769591,546.902329,2020-02-08 09:15:42,2020-02-09 01:00:04
BTC,47112819,101977,17.44675455,558.0568154,2020-02-08 09:15:31,2020-02-09 02:00:45
MATIC,47626266,101976,17.44666105,536.0865991,2020-02-08 09:01:57,2020-02-09 01:00:11
MATIC,47626266,101975,17.50859298,537.4457851,2020-02-08 09:01:46,2020-02-09 01:00:17
AVAX,47626266,101974,17.44661111,536.0210558,2020-02-08 09:01:37,2020-02-09 01:00:19
UNI,47626266,101973,17.45361589,536.2307372,2020-02-08 09:01:06,2020-02-09 01:00:04
SHIB,47626266,101972,17.48241707,538.2247636,2020-02-08 09:00:57,2020-02-09 01:00:23
BTC,43677169,101969,17.44706697,605.3214494,2020-02-08 08:30:00,2020-02-09 02:00:45
PEPE,43677169,101968,17.44665623,720.3439581,2020-02-08 08:29:54,2020-02-09 02:01:09
SHIB,42776587,101962,20.77547896,742.8220054,2020-02-08 07:23:53,2020-02-09 01:00:23
PEPE,47561220,101956,17.44995101,13511.24261,2020-02-08 06:41:51,2020-02-09 02:01:09
AVAX,47626266,101954,17.44977118,564.1733111,2020-02-08 06:01:35,2020-02-09 01:00:19
USDC,42600026,101952,18.43372464,1214.657505,2020-02-08 05:30:08,2020-02-09 02:00:50
SHIB,42776587,101949,20.77547896,742.8220054,2020-02-08 04:43:50,2020-02-09 01:00:23
SHIB,47626266,101948,17.44660958,536.0000517,2020-02-08 04:01:00,2020-02-09 01:00:23
UNI,47300322,101947,17.44693039,536.0105912,2020-02-08 03:11:49,2020-02-09 01:00:04
PEPE,47626266,101946,17.44660887,536.4490833,2020-02-08 03:02:15,2020-02-09 02:01:09
XRP,46484589,101944,24.46386714,971.9800987,2020-02-08 00:47:50,2020-02-09 01:00:02
BTC,43184477,101942,17.46084298,2727.240669,2020-02-07 23:45:53,2020-02-09 02:00:45
PEPE,47643805,101940,17.44661441,558.3089425,2020-02-07 22:49:51,2020-02-08 02:00:24
AVAX,43399151,101939,17.45034586,570.5662447,2020-02-07 22:49:17,2020-02-08 02:00:30
WECAN,43018357,101937,17.44832413,570.9573423,2020-02-07 22:12:46,2020-02-08 01:00:09
MATIC,47626266,101936,17.47066969,576.5510471,2020-02-07 21:01:44,2020-02-08 01:00:21
MATIC,47626266,101935,19.5915686,587.1934884,2020-02-07 21:01:35,2020-02-08 02:00:57
AVAX,47626266,101934,17.45922633,652.7058572,2020-02-07 21:01:27,2020-02-08 02:00:30
UNI,47626266,101932,18.98773518,587.7643055,2020-02-07 21:00:57,2020-02-08 01:00:20
PEPE,47626266,101931,17.44677786,1202.67427,2020-02-07 21:00:30,2020-02-08 02:00:24
PEPE,47818317,101929,17.44661178,547.963761,2020-02-07 20:47:25,2020-02-08 02:00:24
USDT,44012874,101928,20.79994995,555.2735508,2020-02-07 20:45:02,2020-02-08 02:00:52
SHIB,42598948,101927,44.35012857,2207.738481,2020-02-07 20:06:15,2020-02-08 02:01:02
UNI,45791511,101921,18.82476102,582.2902288,2020-02-07 19:43:57,2020-02-08 01:00:19
BTC,44854097,101917,17.44660876,536.0009685,2020-02-07 19:15:50,2020-02-08 02:00:57
PEPE,47643805,101910,17.44661541,562.2458147,2020-02-07 18:11:27,2020-02-08 02:00:24
AVAX,47626266,101900,17.45773873,638.9463915,2020-02-07 16:01:33,2020-02-08 02:00:30
PEPE,47626266,101899,17.44661635,565.964453,2020-02-07 16:00:33,2020-02-08 02:00:24
UNI,43732953,101898,17.53648825,539.018928,2020-02-07 15:59:22,2020-02-08 01:00:19
UNI,43327777,101897,21.6937077,678.6541806,2020-02-07 15:13:50,2020-02-08 01:00:19
PEPE,47626266,101894,17.44661168,547.535298,2020-02-07 15:00:32,2020-02-08 02:00:24
PEPE,46861079,101893,17.44661119,545.6036061,2020-02-07 14:50:56,2020-02-08 02:00:23
AVAX,47626266,101890,17.46114229,670.4274771,2020-02-07 13:01:47,2020-02-08 02:00:29
BTC,43685990,101885,17.4516441,1311.15023,2020-02-07 12:53:37,2020-02-08 02:00:57
PEPE,43685990,101884,17.44673351,1027.82006,2020-02-07 12:53:29,2020-02-08 02:00:23
XRP,46324128,101875,27.43321937,1156.680154,2020-02-07 11:27:52,2020-02-08 01:00:02
MATIC,47626266,101871,19.21656405,578.2433017,2020-02-07 11:04:15,2020-02-08 02:00:57
AVAX,47626266,101870,17.4477741,546.7789055,2020-02-07 11:04:06,2020-02-08 02:00:29
PEPE,42776587,101868,17.44677519,1192.145368,2020-02-07 10:41:07,2020-02-08 02:00:23
BTC,43735924,101863,17.48095997,5824.082476,2020-02-07 09:41:27,2020-02-08 02:00:57
BTC,46805512,101858,17.44833151,801.2040984,2020-02-07 09:01:56,2020-02-08 02:00:57
AVAX,47626266,101855,17.45324301,597.3633862,2020-02-07 09:01:33,2020-02-08 02:00:29
WECAN,47626266,101853,17.44680667,540.0334563,2020-02-07 09:01:08,2020-02-08 01:00:09
PEPE,43471708,101849,17.44767247,4729.342373,2020-02-07 08:26:31,2020-02-08 02:00:23
UNI,43935301,101848,169.0984033,5629.774064,2020-02-07 08:25:37,2020-02-08 01:00:19
AVAX,47626266,101847,17.44662749,536.17338,2020-02-07 08:01:26,2020-02-08 02:00:29
BTC,47076801,101844,17.54233607,15272.41782,2020-02-07 07:46:10,2020-02-08 02:00:57
SHIB,43226970,101843,20.77547896,742.8502731,2020-02-07 07:31:43,2020-02-08 02:01:02
AVAX,47626266,101842,17.46025102,662.1837197,2020-02-07 07:01:31,2020-02-08 02:00:29
PEPE,42776587,101834,17.44677519,1192.145368,2020-02-07 06:33:14,2020-02-08 02:00:23
PEPE,46232042,101828,17.44707795,2385.663426,2020-02-07 05:28:25,2020-02-08 02:00:23
UNI,47713681,101824,44.24567502,1436.143576,2020-02-07 04:12:42,2020-02-08 01:00:19
WECAN,47626266,101823,17.44660876,536.0002022,2020-02-07 04:01:42,2020-02-08 01:00:08
SHIB,47626266,101822,17.44660962,536.0000538,2020-02-07 04:00:58,2020-02-08 02:01:02
MATIC,47626266,101813,17.55914485,723.9408079,2020-02-06 21:01:47,2020-02-07 02:00:24
MATIC,47626266,101812,25.35685855,723.6915737,2020-02-06 21:01:38,2020-02-07 01:00:22
AVAX,47626266,101811,17.48461858,878.7425916,2020-02-06 21:01:30,2020-02-07 01:00:07
USDC,47626266,101810,18.31969394,1148.005278,2020-02-06 21:01:13,2020-02-07 01:00:18
PEPE,47626266,101808,17.44677584,1185.649619,2020-02-06 21:00:30,2020-02-07 02:00:44
SUSHI,42712924,101807,18.94717043,6772.491266,2020-02-06 20:28:14,2020-02-07 02:00:05
MATIC,47626266,101795,17.44660981,536.0017623,2020-02-06 19:01:46,2020-02-07 02:00:24
MATIC,47626266,101794,17.44662573,536.0004028,2020-02-06 19:01:36,2020-02-07 01:00:21
WECAN,47626266,101793,17.44660885,536.0019208,2020-02-06 19:01:05,2020-02-07 01:00:20
AVAX,43259897,101789,17.49660104,986.790933,2020-02-06 18:37:57,2020-02-07 01:00:06
PEPE,46198029,101788,17.44663538,639.5387505,2020-02-06 18:26:45,2020-02-07 02:00:43
PEPE,47626266,101774,17.44679486,1259.585217,2020-02-06 17:00:32,2020-02-07 02:00:43
PEPE,43891299,101773,17.44679386,1255.681288,2020-02-06 16:59:05,2020-02-07 02:00:43
XRP,45808187,101772,17.61305226,546.3447228,2020-02-06 16:51:32,2020-02-07 01:00:17
BTC,44885023,101762,17.44993762,1041.78331,2020-02-06 15:04:26,2020-02-07 02:00:44
AVAX,47626266,101759,17.44710992,540.5191675,2020-02-06 15:01:35,2020-02-07 01:00:06
PEPE,47626266,101758,17.44663032,619.8499511,2020-02-06 15:00:32,2020-02-07 02:00:43
PEPE,47649835,101757,17.4466089,536.5890061,2020-02-06 14:50:08,2020-02-07 02:00:43
PEPE,43247247,101755,17.44993762,13478.34381,2020-02-06 14:36:52,2020-02-07 02:00:43
BTC,46606999,101749,17.45659536,2053.34993,2020-02-06 13:44:17,2020-02-07 02:00:44
MATIC,47626266,101734,17.44661381,536.0084558,2020-02-06 11:03:59,2020-02-07 02:00:23
SHIB,46609087,101732,33.96928491,1562.900087,2020-02-06 10:55:07,2020-02-07 01:00:08
AVAX,42620005,101727,17.44993762,566.0171201,2020-02-06 10:15:02,2020-02-07 01:00:06
AVAX,42620005,101726,17.44993762,566.0171201,2020-02-06 10:15:02,2020-02-07 01:00:06
AVAX,46606999,101719,17.4625429,679.6815888,2020-02-06 08:36:16,2020-02-07 01:00:06
PEPE,47626266,101714,17.44709959,2444.330087,2020-02-06 08:00:31,2020-02-07 02:00:43
UNI,47300322,101705,23.37455184,732.0782026,2020-02-06 05:17:13,2020-02-07 01:00:04
UNI,47626266,101704,17.44661059,536.000061,2020-02-06 04:01:33,2020-02-07 01:00:04
SHIB,47626266,101703,17.44660955,536.0000497,2020-02-06 04:00:59,2020-02-07 01:00:08
XRP,47626266,101702,17.44660948,536.0000455,2020-02-06 03:02:54,2020-02-07 01:00:17
PEPE,47626266,101701,17.44660886,536.4446989,2020-02-06 03:02:26,2020-02-07 02:00:42
PEPE,44151575,101699,17.44661541,561.8846876,2020-02-06 02:21:13,2020-02-07 02:00:42
BTC,44151575,101698,17.44675855,558.760249,2020-02-06 02:20:16,2020-02-07 02:00:44
BTC,44635869,101695,17.44696757,590.5188028,2020-02-06 00:33:47,2020-02-07 02:00:44
AVAX,47626266,101694,17.45322904,595.6965777,2020-02-06 00:01:27,2020-02-07 01:00:06
MATIC,47626266,101693,17.49420988,611.777612,2020-02-05 23:01:43,2020-02-07 02:00:23
AVAX,43320431,101691,17.54647486,1424.345444,2020-02-05 22:44:03,2020-02-06 01:00:21
SHIB,46222014,101689,19.36154576,655.0085474,2020-02-05 22:12:55,2020-02-06 02:00:24
MATIC,47543773,101686,17.49017242,605.3502579,2020-02-05 21:45:18,2020-02-06 02:00:29
UNI,43830627,101681,177.8079684,5828.285587,2020-02-05 20:26:02,2020-02-06 02:00:15
SHIB,42639629,101670,18.7814857,618.959265,2020-02-05 17:44:24,2020-02-06 02:00:24
PEPE,46270966,101669,17.44667533,792.7839719,2020-02-05 17:39:45,2020-02-06 01:00:14
USDC,47056288,101668,17.57743335,627.6670221,2020-02-05 17:09:14,2020-02-06 02:01:05
PEPE,47626266,101664,17.44663566,639.7913111,2020-02-05 16:00:30,2020-02-06 01:00:14
XRP,47626266,101660,17.44660878,536.0000021,2020-02-05 15:00:49,2020-02-06 01:00:05
PEPE,47626266,101659,17.44661284,551.7611434,2020-02-05 15:00:32,2020-02-06 01:00:13
AVAX,47626266,101657,17.4468164,537.8470775,2020-02-05 14:01:20,2020-02-06 01:00:21
BTC,43328410,101647,17.46628323,3481.459922,2020-02-05 12:14:25,2020-02-06 02:00:52
PEPE,46836981,101646,17.44673564,1025.389037,2020-02-05 12:12:09,2020-02-06 01:00:13
UNI,47300322,101645,17.44693035,536.0106136,2020-02-05 12:11:32,2020-02-06 02:00:15
WECAN,47626266,101642,17.4486072,575.8607115,2020-02-05 12:01:01,2020-02-06 02:01:10
XRP,47626266,101641,17.44660878,536.0000021,2020-02-05 12:00:45,2020-02-06 01:00:05
MATIC,46250970,101636,117.3127149,2916.233716,2020-02-05 10:54:24,2020-02-06 02:01:14
MATIC,47626266,101632,17.45746704,553.2856283,2020-02-05 10:01:47,2020-02-06 02:00:29
MATIC,47626266,101631,17.70992438,542.2759305,2020-02-05 10:01:37,2020-02-06 02:01:14
WECAN,47626266,101629,17.44713929,546.5820638,2020-02-05 10:01:08,2020-02-06 02:01:10
USDC,44577446,101627,17.81590104,794.7580984,2020-02-05 09:27:10,2020-02-06 02:01:05
AVAX,47891148,101617,17.45331112,595.6199879,2020-02-05 08:51:55,2020-02-06 01:00:20
UNI,46220196,101611,20.08378923,623.0328881,2020-02-05 08:07:42,2020-02-06 02:00:15
BTC,46220196,101610,17.44773493,704.5997455,2020-02-05 08:07:31,2020-02-06 02:00:52
PEPE,46220196,101609,17.4466668,759.8904587,2020-02-05 08:07:20,2020-02-06 01:00:13
UNI,47626266,101606,24.20302054,758.9767869,2020-02-05 08:01:05,2020-02-06 02:00:15
BTC,42646750,101601,17.4480005,744.3577784,2020-02-05 06:37:57,2020-02-06 02:00:52
BTC,47849974,101600,17.44664205,540.9859784,2020-02-05 06:16:00,2020-02-06 02:00:51
SHIB,46376228,101597,17.60669192,545.9487688,2020-02-05 06:04:21,2020-02-06 02:00:24
SHIB,46368740,101594,61.77408493,3290.841811,2020-02-05 05:10:39,2020-02-06 02:00:24
BTC,47634287,101592,17.44706698,604.6017125,2020-02-05 04:54:37,2020-02-06 02:00:51
UNI,47626266,101589,17.4466106,536.0000611,2020-02-05 04:01:38,2020-02-06 02:00:15
SHIB,47855925,101587,52.58949152,2720.042295,2020-02-05 03:21:50,2020-02-06 02:00:24
PEPE,47626266,101585,17.44660886,536.4405129,2020-02-05 03:02:24,2020-02-06 01:00:13
PEPE,46750596,101583,17.44668199,818.4623691,2020-02-05 00:04:09,2020-02-06 01:00:13
PEPE,47675965,101581,17.44661073,543.5617442,2020-02-04 23:40:11,2020-02-06 01:00:13
PEPE,47632885,101568,17.44672735,989.5647461,2020-02-04 21:33:09,2020-02-05 01:00:16
XRP,46823859,101567,21.12624414,764.6945271,2020-02-04 21:16:24,2020-02-05 01:00:19
USDT,47543773,101558,43.81324792,684.8685111,2020-02-04 20:44:15,2020-02-05 01:00:12
SHIB,47574362,101557,50.81101841,2609.08336,2020-02-04 20:22:30,2020-02-05 01:00:08
PEPE,42776587,101556,17.44667533,790.6041813,2020-02-04 20:12:50,2020-02-05 01:00:16
PEPE,47752884,101550,17.44660875,536.0005092,2020-02-04 19:54:10,2020-02-05 01:00:16
PEPE,47752884,101549,17.44661041,542.3651045,2020-02-04 19:52:48,2020-02-05 01:00:16
AVAX,44549238,101541,17.44993796,565.2168742,2020-02-04 18:42:37,2020-02-05 02:00:20
XRP,47747089,101539,17.91059267,564.8372548,2020-02-04 18:15:24,2020-02-05 01:00:19
SHIB,47747089,101538,19.15530901,642.1693614,2020-02-04 18:15:03,2020-02-05 01:00:08
AVAX,47403712,101532,17.48607602,882.3614964,2020-02-04 16:52:11,2020-02-05 02:00:19
PEPE,47403712,101531,17.44673826,1031.285715,2020-02-04 16:46:05,2020-02-05 01:00:16
USDT,46970508,101523,18.40633036,541.418678,2020-02-04 15:54:15,2020-02-05 01:00:12
SUSHI,46970508,101522,17.44828647,542.714856,2020-02-04 15:54:01,2020-02-05 01:00:03
PEPE,46970508,101521,17.44661346,554.0217751,2020-02-04 15:53:52,2020-02-05 01:00:16
UNI,46970508,101520,18.03863082,555.3674874,2020-02-04 15:53:46,2020-02-05 01:00:05
BTC,46970508,101519,17.44674396,556.1327154,2020-02-04 15:53:39,2020-02-05 02:00:59
XRP,45936121,101495,18.77815683,618.7575906,2020-02-04 13:23:56,2020-02-05 01:00:19
BTC,46954306,101488,17.4479403,734.2687597,2020-02-04 12:38:18,2020-02-05 02:00:59
PEPE,47367635,101487,17.44665703,720.6277497,2020-02-04 12:19:22,2020-02-05 01:00:16
PEPE,42921120,101480,17.44993762,13266.20907,2020-02-04 11:43:08,2020-02-05 01:00:16
PEPE,45951019,101476,17.44661262,550.8062516,2020-02-04 11:23:03,2020-02-05 01:00:15
MATIC,47626266,101473,17.44660958,536.0013068,2020-02-04 11:04:12,2020-02-05 01:00:10
PEPE,43572662,101467,17.44662171,585.560868,2020-02-04 09:52:59,2020-02-05 01:00:15
UNI,47734239,101466,17.56644808,539.9204394,2020-02-04 09:50:41,2020-02-05 01:00:05
BTC,47734239,101465,17.4482995,787.7545483,2020-02-04 09:50:08,2020-02-05 02:00:59
PEPE,47734239,101464,17.44682845,1376.183232,2020-02-04 09:49:59,2020-02-05 01:00:15
PEPE,44026387,101463,17.44670995,922.991354,2020-02-04 09:37:18,2020-02-05 01:00:15
AVAX,42875879,101462,17.49288005,942.0730585,2020-02-04 09:26:22,2020-02-05 02:00:19
MATIC,47626266,101458,17.44660889,536.0002204,2020-02-04 09:01:55,2020-02-05 01:00:10
BTC,46284968,101449,17.44849571,816.9707537,2020-02-04 08:28:00,2020-02-05 02:00:59
PEPE,47762581,101447,17.44661417,556.7339461,2020-02-04 07:52:02,2020-02-05 01:00:15
AVAX,47680160,101446,17.91316429,4630.45277,2020-02-04 07:40:48,2020-02-05 02:00:19
UNI,46199043,101432,17.80612673,547.7613183,2020-02-04 06:41:40,2020-02-05 01:00:05
AVAX,43365341,101431,17.46210254,671.9722517,2020-02-04 06:36:16,2020-02-05 02:00:19
UNI,47794779,101429,21.79917604,678.3904558,2020-02-04 06:03:29,2020-02-05 01:00:05
MATIC,47626266,101428,17.44666168,536.0012536,2020-02-04 06:01:40,2020-02-05 01:00:24
PEPE,42733454,101424,17.4466109,544.219896,2020-02-04 05:12:18,2020-02-05 01:00:15
SHIB,47626266,101418,17.44660958,536.0000517,2020-02-04 04:01:03,2020-02-05 01:00:08
PEPE,47626266,101417,17.44660886,536.4388103,2020-02-04 03:02:28,2020-02-05 01:00:15
XRP,43059144,101416,19.06981353,636.8844656,2020-02-04 02:04:14,2020-02-05 01:00:19
PEPE,47626266,101414,17.44660937,538.3613265,2020-02-04 01:00:34,2020-02-05 01:00:15
MATIC,46459298,101412,17.45412207,547.5240161,2020-02-03 23:20:19,2020-02-05 01:00:10
USDT,46459298,101411,24.20849369,573.8049448,2020-02-03 23:20:11,2020-02-05 01:00:12
AVAX,46459298,101410,17.45002438,564.9346843,2020-02-03 23:20:02,2020-02-05 02:00:19
SUSHI,46459298,101409,17.45717314,577.4692621,2020-02-03 23:19:53,2020-02-05 01:00:03
WECAN,46459298,101408,17.45229689,647.4382889,2020-02-03 23:19:44,2020-02-05 01:00:22
UNI,46459298,101407,20.81091859,646.0864648,2020-02-03 23:19:34,2020-02-05 01:00:05
USDC,46459298,101406,17.45752028,543.1654768,2020-02-03 23:16:22,2020-02-05 01:00:20
BTC,47648518,101396,17.44727452,633.6933697,2020-02-03 19:53:59,2020-02-04 01:00:17
AVAX,43919588,101395,17.45493093,606.4993132,2020-02-03 19:49:25,2020-02-04 02:00:24
PEPE,47626266,101388,17.44675736,1095.707246,2020-02-03 19:00:32,2020-02-04 01:00:16
UNI,47032667,101387,17.71602797,544.815897,2020-02-03 18:49:49,2020-02-04 01:00:05
UNI,47654381,101381,17.77949577,546.8926814,2020-02-03 17:57:32,2020-02-04 01:00:05
UNI,43664706,101380,28.75172907,905.9245278,2020-02-03 17:44:08,2020-02-04 01:00:05
SHIB,43549386,101379,27.43321937,1156.610551,2020-02-03 17:39:44,2020-02-04 02:00:29
SHIB,46781377,101378,23.1705071,891.7074407,2020-02-03 17:33:15,2020-02-04 02:00:29
PEPE,43823784,101368,17.446649,687.6034296,2020-02-03 16:24:44,2020-02-04 01:00:15
BTC,42633791,101367,17.44716486,617.6018551,2020-02-03 16:16:29,2020-02-04 01:00:17
USDT,47626266,101363,17.44660882,536.0000004,2020-02-03 16:01:42,2020-02-04 01:00:12
BTC,43707059,101356,17.4466595,543.4466869,2020-02-03 15:27:39,2020-02-04 01:00:17
PEPE,43707059,101355,17.44683681,1394.944638,2020-02-03 15:27:04,2020-02-04 01:00:15
USDT,43398144,101353,20.80493879,554.7760489,2020-02-03 15:21:26,2020-02-04 01:00:11
AVAX,43398144,101352,17.45520689,608.8370721,2020-02-03 15:21:15,2020-02-04 02:00:24
UNI,43398144,101351,43.39905877,1385.212352,2020-02-03 15:21:02,2020-02-04 01:00:05
PEPE,42921120,101349,17.44727452,3043.481,2020-02-03 15:10:51,2020-02-04 01:00:15
MATIC,46861079,101339,17.4537422,546.9413703,2020-02-03 14:08:40,2020-02-04 01:00:10
AVAX,47626266,101338,17.45057016,569.5581243,2020-02-03 14:01:32,2020-02-04 02:00:23
UNI,43919588,101336,19.70371765,609.856794,2020-02-03 13:51:34,2020-02-04 01:00:05
PEPE,43919588,101335,17.44661871,573.5161785,2020-02-03 13:50:49,2020-02-04 01:00:15
SHIB,46779554,101334,19.24971333,648.0526044,2020-02-03 13:49:36,2020-02-04 02:00:29
AVAX,47680160,101327,17.78284114,3384.312029,2020-02-03 12:59:27,2020-02-04 02:00:23
PEPE,46973051,101326,17.4466319,623.1895025,2020-02-03 12:58:04,2020-02-04 01:00:15
XRP,46480171,101325,19.30395887,651.4339759,2020-02-03 12:44:16,2020-02-04 02:01:09
MATIC,47626266,101322,18.34034649,556.5506623,2020-02-03 12:01:56,2020-02-04 02:01:27
UNI,42829081,101318,108.8642422,3527.354708,2020-02-03 12:00:26,2020-02-04 01:00:05
PEPE,42829081,101317,17.44677519,1162.87025,2020-02-03 11:07:36,2020-02-04 01:00:15
SHIB,47626266,101316,24.83174425,994.9437985,2020-02-03 11:03:03,2020-02-04 02:00:29
SUSHI,45951019,101311,17.44784181,540.8402165,2020-02-03 10:19:52,2020-02-04 02:00:14
PEPE,47626266,101301,17.44662446,595.172665,2020-02-03 09:00:38,2020-02-04 01:00:15
PEPE,47758276,101299,17.44661061,543.0209468,2020-02-03 08:57:54,2020-02-04 01:00:15
SHIB,43864876,101298,18.28010309,587.796891,2020-02-03 08:57:14,2020-02-04 02:00:29
AVAX,47477675,101297,17.70435702,2719.452592,2020-02-03 08:57:01,2020-02-04 02:00:23
AVAX,46919436,101296,17.47824262,803.9787763,2020-02-03 08:56:44,2020-02-04 02:00:23
MATIC,46919436,101295,18.76064853,566.2151143,2020-02-03 08:56:32,2020-02-04 02:01:27
UNI,43358016,101290,151.9011476,4935.602163,2020-02-03 08:22:27,2020-02-04 01:00:05
SUSHI,44861737,101287,17.45449609,566.9608274,2020-02-03 08:17:01,2020-02-04 02:00:14
UNI,44861737,101286,17.7671303,546.4880602,2020-02-03 08:03:25,2020-02-04 01:00:05
XRP,47626266,101283,17.44694164,536.0206889,2020-02-03 08:00:54,2020-02-04 02:01:09
USDC,45953452,101277,17.44827319,537.0930152,2020-02-03 07:45:21,2020-02-04 01:00:20
UNI,45953452,101275,17.4632531,536.5446341,2020-02-03 07:44:04,2020-02-04 01:00:05
MATIC,43320636,101272,18.51517609,560.5707052,2020-02-03 07:30:59,2020-02-04 02:01:27
PEPE,42782315,101270,17.44693831,1777.203095,2020-02-03 07:25:02,2020-02-04 01:00:15
SUSHI,47885212,101266,17.4498002,548.5276416,2020-02-03 06:49:02,2020-02-04 02:00:14
AVAX,47467430,101260,17.47760576,798.5836937,2020-02-03 06:18:18,2020-02-04 02:00:23
SHIB,43426937,101258,75.43000708,4139.33552,2020-02-03 06:05:26,2020-02-04 02:00:29
XRP,43426937,101257,341.3214376,20664.76235,2020-02-03 06:05:01,2020-02-04 02:01:09
UNI,47626266,101239,17.44661058,536.00006,2020-02-03 04:01:37,2020-02-04 01:00:05
SHIB,47626266,101238,17.44660955,536.0000496,2020-02-03 04:01:00,2020-02-04 02:00:29
PEPE,47626266,101237,17.44660875,536.0006269,2020-02-03 04:00:32,2020-02-04 01:00:15
SHIB,43398144,101235,17.75414,555.1113027,2020-02-03 03:36:10,2020-02-04 02:00:28
BTC,46908363,101232,17.45521312,1798.575618,2020-02-03 03:13:27,2020-02-04 01:00:17
UNI,47300322,101231,23.37390867,729.952259,2020-02-03 03:11:12,2020-02-04 01:00:04
XRP,47626266,101229,17.44660945,536.0000434,2020-02-03 03:02:59,2020-02-04 02:01:08
XRP,43059144,101227,19.23918369,647.4082097,2020-02-03 02:05:23,2020-02-04 02:01:08
WECAN,42807377,101219,17.45414068,685.0776298,2020-02-02 23:23:55,2020-02-04 02:01:22
UNI,47651051,101218,18.10111881,558.8447567,2020-02-02 23:05:35,2020-02-04 01:00:04
UNI,43211481,101211,301.8712274,10463.44289,2020-02-02 21:50:55,2020-02-03 02:00:06
UNI,47689807,101205,88.51911738,3016.686354,2020-02-02 21:26:50,2020-02-03 02:00:06
UNI,43211481,101203,183.8901191,6345.477571,2020-02-02 21:18:43,2020-02-03 02:00:06
PEPE,47626266,101199,17.44664171,661.1890279,2020-02-02 21:00:33,2020-02-03 02:01:14
PEPE,43307304,101187,17.44661193,548.0793979,2020-02-02 19:55:08,2020-02-03 02:01:13
UNI,45693623,101185,17.61305226,541.8094776,2020-02-02 19:50:21,2020-02-03 02:00:06
SHIB,43864876,101179,18.2788263,587.721654,2020-02-02 19:12:31,2020-02-03 01:00:05
MATIC,47626266,101177,17.4467206,536.0026255,2020-02-02 19:01:48,2020-02-03 01:00:16
PEPE,47838426,101176,17.45790536,43444.91673,2020-02-02 19:01:43,2020-02-03 02:01:13
SUSHI,47626266,101174,17.44660933,536.0022704,2020-02-02 19:01:23,2020-02-03 01:00:06
UNI,47626266,101173,17.44667067,536.0021611,2020-02-02 19:01:07,2020-02-03 02:00:06
AVAX,47884699,101155,17.55408629,1493.127236,2020-02-02 17:12:35,2020-02-03 01:00:23
XRP,47768252,101152,19.11104385,639.4268314,2020-02-02 17:00:15,2020-02-03 01:00:08
UNI,47300322,101151,17.44693032,536.0112239,2020-02-02 16:45:50,2020-02-03 02:00:05
UNI,46696098,101138,18.45683611,571.260571,2020-02-02 15:44:01,2020-02-03 02:00:05
UNI,47211507,101134,83.69098084,2848.167012,2020-02-02 15:04:58,2020-02-03 02:00:05
AVAX,47626266,101133,17.44660889,536.0012451,2020-02-02 15:01:33,2020-02-03 01:00:23
PEPE,47626266,101120,17.4466105,542.6330982,2020-02-02 13:00:37,2020-02-03 02:01:13
PEPE,42884881,101119,17.44669197,852.1086841,2020-02-02 12:59:09,2020-02-03 02:01:13
XRP,43460659,101117,24.10434916,949.7073256,2020-02-02 12:25:41,2020-02-03 01:00:08
AVAX,47626266,101100,17.9469219,4991.473721,2020-02-02 11:04:18,2020-02-03 01:00:23
MATIC,47626266,101091,17.45343913,547.0242929,2020-02-02 10:02:03,2020-02-03 02:00:11
MATIC,47626266,101090,17.44666268,536.0012659,2020-02-02 10:01:51,2020-02-03 01:00:16
AVAX,47626266,101089,17.46057253,660.3526116,2020-02-02 10:01:42,2020-02-03 01:00:23
USDC,47626266,101088,17.48298338,560.5208152,2020-02-02 10:01:21,2020-02-03 01:00:11
PEPE,47626266,101085,17.44663109,620.8731586,2020-02-02 10:00:36,2020-02-03 02:01:13
PEPE,43702573,101070,17.44661874,573.9330421,2020-02-02 06:54:15,2020-02-03 02:01:13
MATIC,44861737,101068,17.45033101,542.0077536,2020-02-02 06:09:59,2020-02-03 02:00:11
MATIC,45841493,101061,18.15842173,1684.87198,2020-02-02 05:48:08,2020-02-03 02:00:11
MATIC,47626266,101059,17.44661016,536.0022835,2020-02-02 05:01:43,2020-02-03 02:00:11
XRP,47626266,101058,30.28188973,1333.575369,2020-02-02 05:00:47,2020-02-03 01:00:08
WECAN,47626266,101053,17.44660876,536.0001924,2020-02-02 04:01:55,2020-02-03 01:00:19
UNI,47626266,101052,17.44661056,536.0000631,2020-02-02 04:01:41,2020-02-03 02:00:05
XRP,47626266,101050,17.44660945,536.0000434,2020-02-02 03:02:52,2020-02-03 01:00:08
